Splits	Weights	BYRD_R_Dem	INOUYE_D_Dem	THURMOND_J_Rep	KENNEDY_E_Dem	HOLLINGS_E_Dem	STEVENS_T_Rep	SARBANES_P_Dem	BREAUX_J_Dem	COCHRAN_W_Rep	LOTT_C_Rep	BIDEN_J_Dem	DOMENICI_P_Rep	HELMS_J_Rep	BAUCUS_M_Dem	DODD_C_Dem	GRASSLEY_C_Rep	HARKIN_T_Dem	LEAHY_P_Dem	AKAKA_D_Dem	MIKULSKI_B_Dem	HATCH_O_Rep	LUGAR_R_Rep	DASCHLE_T_Dem	GRAMM_W_Rep	NELSON_C_Dem	SNOWE_O_Rep	LEVIN_C_Dem	WARNER_J_Rep	CRAIG_L_Rep	DORGAN_B_Dem	GREGG_J_Rep	ROBERTS_C_Rep	SCHUMER_C_Dem	WYDEN_R_Dem	MURKOWSKI_F_Rep	NICKLES_D_Rep	SPECTER_A_Rep	BINGAMAN_J_Dem	KERRY_J_Dem	McCONNELL_A_Rep	ROCKEFELLER_J_Dem	BOXER_B_Dem	CARPER_T_Dem	DeWINE_M_Rep	DURBIN_R_Dem	McCAIN_J_Rep	REID_H_Dem	TORRICELLI_R_Dem	SMITH_R_Rep	BUNNING_J_Rep	INHOFE_J_Rep	JOHNSON_T_Dem	KYL_J_Rep	BOND_C_Rep	CONRAD_K_Dem	GRAHAM_D_Dem	THOMAS_C_Rep	BURNS_C_Rep	KOHL_H_Dem	LIEBERMAN_J_Dem	ALLARD_A_Rep	SANTORUM_R_Rep	REED_J_Dem	ALLEN_G_Rep	LINCOLN_B_Dem	HUTCHINSON_T_Rep	CRAPO_M_Rep	BROWNBACK_S_Rep	ENSIGN_J_Rep	STABENOW_D_Dem	CANTWELL_M_Dem	DAYTON_M_Dem	CARNAHAN_J_Dem	NELSON_E_Dem	CORZINE_J_Dem	CLINTON_H_Dem	FEINSTEIN_D_Dem	HUTCHISON_K_Rep	BENNETT_R_Rep	MURRAY_P_Dem	FEINGOLD_R_Dem	FRIST_W_Rep	THOMPSON_F_Rep	SESSIONS_J_Rep	CLELAND_J_Dem	LANDRIEU_M_Dem	COLLINS_S_Rep	HAGEL_C_Rep	SMITH_G_Rep	ENZI_M_Rep	FITZGERALD_P_Rep	BAYH_E_Dem	EDWARDS_J_Dem	VOINOVICH_G_Rep	MILLER_Z_Dem	CHAFEE_L_Rep	SHELBY_R_Rep	CAMPBELL_B_Rep	BUSH_G_Rep
57	6.239492	1	1	0	1	1	0	1	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1	1	0	0	1	0	0	0
58	3.750556	1	1	0	1	1	0	1	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	1	0	0	0
59	.632813	1	1	0	1	1	0	1	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0
60	10.630975	1	1	0	1	1	0	1	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0
61	.004845	1	1	0	1	1	0	1	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
62	2.725567	1	1	0	1	1	0	1	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
63	.009726	1	1	0	1	1	0	1	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
64	.006287	1	1	0	1	1	0	1	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
65	.40364	1	1	0	1	1	0	1	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
66	.003821	1	1	0	1	1	0	1	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
67	26.44335	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
68	3.993858	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1	1	0	0	1	0	0	0
69	3.07322	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1	1	0	0	1	0	0	0
70	5.250169	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	1	0	0	0
71	2.589943	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0
72	14.342013	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0
73	11.138036	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0
74	.004264	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0
75	2.397077	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
76	.010312	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
77	.009671	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
78	.006177	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
79	.007365	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
80	70.722771	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
81	3.172829	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	0
82	2.434084	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	0
83	54.599949	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
84	.08482	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1
85	.630632	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1
86	.062908	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1	1	0	1	1	0	0	1
87	5.993163	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1	1	0	1	1	0	0	1
88	2.518857	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	1	0	0	1
89	16.80176	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1
90	6.033174	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1
91	2.229172	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1
92	.00953	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1
93	1.226954	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1
94	.00428	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1
95	1.415944	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1
96	44.911736	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
97	.262987	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1
98	6.655988	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0	1	1	0	0	1
99	1.346724	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	1	0	0	1
100	11.636919	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1
101	.005402	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1
102	31.534271	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
103	1.066991	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	1	0	0	1
104	2.65802	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	1	0	0	1
105	2.293588	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1
106	5.501477	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	0	1
107	5.23101	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	0	1
108	1.908231	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	1
109	.006259	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1
110	.122349	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1
111	26.773674	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
112	4.62517	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
113	.744679	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1
114	1.965612	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	1	0	0	1
115	3.312643	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1
116	25.631548	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
117	28.173485	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
118	26.420914	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
